Reference,Light S.,Temperature (K),Pressure (bar),Phase,Molar Feed Ratio,Additive,Amount of additive (mol/L),Semicon.Prep,Cocat.Prep,CalcTemp (K),"Co-catalyst 1 Loading, wt%",Co-catalyst 1,"Co-catalyst 2 Loading, wt%",Co-catalyst 2,Dopant1/Semiconductor1 Ratio,Dop1,Dopant2/Semiconductor1 Ratio,Dop2,Semiconductor1/Semiconductor2 Ratio,Semiconductor 1,Semiconductor 2,Band Gap Energy (eV),Total Gas Yield (µmol/gcat/h)
"I. Shown, H.C. Hsu, Y.C. Chang, C.H. Lin, P.K. Roy, A. Ganguly, C.H. Wang, J.K. Chang, C.I. Wu, L.C. Chen, K.H. Chen, Highly efficient visible light photocatalytic reduction of co2 to hydrocarbon fuels by cu-Nooparticle decorated graphene oxide, Noo Lett. 14 (2014) 6097–6103. https://doi.org/10.1021/nl503609v.",Vis,298,1,Gas,42,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,GO,No,3.6,0.02
"I. Shown, H.C. Hsu, Y.C. Chang, C.H. Lin, P.K. Roy, A. Ganguly, C.H. Wang, J.K. Chang, C.I. Wu, L.C. Chen, K.H. Chen, Highly efficient visible light photocatalytic reduction of co2 to hydrocarbon fuels by cu-Nooparticle decorated graphene oxide, Noo Lett. 14 (2014) 6097–6103. https://doi.org/10.1021/nl503609v.",Vis,298,1,Gas,42,No,0,NP,Solid state,298,5,Cu,0,No,0,No,0,No,100,GO,No,2.9,0.73
"I. Shown, H.C. Hsu, Y.C. Chang, C.H. Lin, P.K. Roy, A. Ganguly, C.H. Wang, J.K. Chang, C.I. Wu, L.C. Chen, K.H. Chen, Highly efficient visible light photocatalytic reduction of co2 to hydrocarbon fuels by cu-Nooparticle decorated graphene oxide, Noo Lett. 14 (2014) 6097–6103. https://doi.org/10.1021/nl503609v.",Vis,298,1,Gas,42,No,0,NP,Solid state,298,10,Cu,0,No,0,No,0,No,100,GO,No,2.7,2.03
"I. Shown, H.C. Hsu, Y.C. Chang, C.H. Lin, P.K. Roy, A. Ganguly, C.H. Wang, J.K. Chang, C.I. Wu, L.C. Chen, K.H. Chen, Highly efficient visible light photocatalytic reduction of co2 to hydrocarbon fuels by cu-Nooparticle decorated graphene oxide, Noo Lett. 14 (2014) 6097–6103. https://doi.org/10.1021/nl503609v.",Vis,298,1,Gas,42,No,0,NP,Solid state,298,15,Cu,0,No,0,No,0,No,100,GO,No,2.6,2.41
"S. Feng, M. Wang, Y. Zhou, P. Li, W. Tu, Z. Zou, Double-shelled plasmonic Ag-TiO2 hollow spheres toward visible light-active photocatalytic conversion of CO2 into solar fuel, APL Mater. 3 (2015). https://doi.org/10.1063/1.4930043.",Vis,298,1,Gas,42,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.2,0.34
"S. Feng, M. Wang, Y. Zhou, P. Li, W. Tu, Z. Zou, Double-shelled plasmonic Ag-TiO2 hollow spheres toward visible light-active photocatalytic conversion of CO2 into solar fuel, APL Mater. 3 (2015). https://doi.org/10.1063/1.4930043.",Vis,298,1,Gas,42,No,0,Commercial,Hydrothermal,298,1,Ag,0,No,0,No,0,No,100,TiO2,No,3.2,3.19
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,298,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,7,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,38.33
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,298,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,11.6,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,55.83
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,298,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,23.2,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,66.83
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,298,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,46.4,AgBr,0,No,0,No,0,No,100,TiO2,No,2.87,47.17
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,298,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,175,AgBr,0,No,0,No,0,No,100,TiO2,No,2.5,29.16
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,298,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,23.2,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,24.33
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,473,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,23.2,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,48
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,673,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,23.2,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,60.5
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,773,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,23.2,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,69.16
"M.A. Asi, C. He, M. Su, D. Xia, L. Lin, H. Deng, Y. Xiong, R. Qiu, X.Z. Li, Photocatalytic reduction of CO2 to hydrocarbons using AgBr/TiO2 Noocomposites under visible light, Catal. Today. 175 (2011) 256–263. https://doi.org/10.1016/j.cattod.2011.02.055.",Vis,973,1,Liquid,No,KHCO3,0.02,Commercial,Deposition-precipitation,298,23.2,AgBr,0,No,0,No,0,No,100,TiO2,No,2.9,25.17
"X. Li, J. Chen, H. Li, J. Li, Y. Xu, Y. Liu, J. Zhou, Photoreduction of CO2 to methanol over Bi2S 3/CdS photocatalyst under visible light irradiation, J. Nat. Gas Chem. 20 (2011) 413–417. https://doi.org/10.1016/S1003-9953(10)60212-5.",Vis,298,1,Liquid,No,NaOH,0.02,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,CdS,No,,27.87
"X. Li, J. Chen, H. Li, J. Li, Y. Xu, Y. Liu, J. Zhou, Photoreduction of CO2 to methanol over Bi2S 3/CdS photocatalyst under visible light irradiation, J. Nat. Gas Chem. 20 (2011) 413–417. https://doi.org/10.1016/S1003-9953(10)60212-5.",Vis,298,1,Liquid,No,NaOH,0.02,NP,Hydrothermal,298,1,Bi2S3,0,No,0,No,0,No,0,No,No,,57.23
"X. Li, J. Chen, H. Li, J. Li, Y. Xu, Y. Liu, J. Zhou, Photoreduction of CO2 to methanol over Bi2S 3/CdS photocatalyst under visible light irradiation, J. Nat. Gas Chem. 20 (2011) 413–417. https://doi.org/10.1016/S1003-9953(10)60212-5.",Vis,298,1,Liquid,No,NaOH,0.02,Hydrothermal,Hydrothermal,298,15,Bi2S3,0,No,0,No,0,No,100,CdS,No,,156
"X. Li, J. Chen, H. Li, J. Li, Y. Xu, Y. Liu, J. Zhou, Photoreduction of CO2 to methanol over Bi2S 3/CdS photocatalyst under visible light irradiation, J. Nat. Gas Chem. 20 (2011) 413–417. https://doi.org/10.1016/S1003-9953(10)60212-5.",Vis,298,1,Liquid,No,NaOH,0.02,Hydrothermal,Hydrothermal,298,30,Bi2S3,0,No,0,No,0,No,100,CdS,No, ,107.16
"X. Li, J. Chen, H. Li, J. Li, Y. Xu, Y. Liu, J. Zhou, Photoreduction of CO2 to methanol over Bi2S 3/CdS photocatalyst under visible light irradiation, J. Nat. Gas Chem. 20 (2011) 413–417. https://doi.org/10.1016/S1003-9953(10)60212-5.",Vis,298,1,Liquid,No,NaOH,0.02,Hydrothermal,Hydrothermal,298,45,Bi2S3,0,No,0,No,0,No,100,CdS,No,,133.96
"B. Srinivas, B. Shubhamangala, K. Lalitha, P. Anil Kumar Reddy, V. Durga Kumari, M. Subrahmanyam, B.R. De, Photocatalytic reduction of CO2 over Cu-TiO2/ molecular sieve 5A composite, Photochem. Photobiol. 87 (2011) 995–1001. https://doi.org/10.1111/j.1751-1097.2011.00946.x.",UV ,298,1,Liquid,No,NaOH,0.02,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.1,73.26
"B. Srinivas, B. Shubhamangala, K. Lalitha, P. Anil Kumar Reddy, V. Durga Kumari, M. Subrahmanyam, B.R. De, Photocatalytic reduction of CO2 over Cu-TiO2/ molecular sieve 5A composite, Photochem. Photobiol. 87 (2011) 995–1001. https://doi.org/10.1111/j.1751-1097.2011.00946.x.",UV ,298,1,Liquid,No,NaOH,0.02,Hydrothermal,Hydrothermal,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,2.92,11.74
"B. Srinivas, B. Shubhamangala, K. Lalitha, P. Anil Kumar Reddy, V. Durga Kumari, M. Subrahmanyam, B.R. De, Photocatalytic reduction of CO2 over Cu-TiO2/ molecular sieve 5A composite, Photochem. Photobiol. 87 (2011) 995–1001. https://doi.org/10.1111/j.1751-1097.2011.00946.x.",UV ,298,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,2,Cu,0,No,0,No,0,No,41,TiO2,Modified Molecular Sieve,3.28,205.12
"B. Fang, Y. Xing, A. Bonakdarpour, S. Zhang, D.P. Wilkinson, Photodriven reduction of CO2 to CH4, ACS Sustain. Chem. Eng. 3 (2015) 2381–2388. https://doi.org/10.1021/acssuschemeng.5b00724.",UV ,298,1,Gas,,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,7.63
"B. Fang, Y. Xing, A. Bonakdarpour, S. Zhang, D.P. Wilkinson, Photodriven reduction of CO2 to CH4, ACS Sustain. Chem. Eng. 3 (2015) 2381–2388. https://doi.org/10.1021/acssuschemeng.5b00724.",UV ,298,1,Gas,,No,0,Commercial,Solid state,298,2,CuO,0,No,0,No,0,No,100,TiO2,No,,11.16
"B. Fang, Y. Xing, A. Bonakdarpour, S. Zhang, D.P. Wilkinson, Photodriven reduction of CO2 to CH4, ACS Sustain. Chem. Eng. 3 (2015) 2381–2388. https://doi.org/10.1021/acssuschemeng.5b00724.",UV ,298,1,Gas,,No,0,Commercial,Solid state,298,4,CuO,0,No,0,No,0,No,100,TiO2,No,,18.94
"B. Fang, Y. Xing, A. Bonakdarpour, S. Zhang, D.P. Wilkinson, Photodriven reduction of CO2 to CH4, ACS Sustain. Chem. Eng. 3 (2015) 2381–2388. https://doi.org/10.1021/acssuschemeng.5b00724.",UV ,298,1,Gas,,No,0,Commercial,Solid state,298,6,CuO,0,No,0,No,0,No,100,TiO2,No,,11.54
"B. Fang, Y. Xing, A. Bonakdarpour, S. Zhang, D.P. Wilkinson, Photodriven reduction of CO2 to CH4, ACS Sustain. Chem. Eng. 3 (2015) 2381–2388. https://doi.org/10.1021/acssuschemeng.5b00724.",UV ,298,1,Gas,,No,0,Commercial,Solid state,298,8,CuO,0,No,0,No,0,No,100,TiO2,No,,8.97
"B. Fang, Y. Xing, A. Bonakdarpour, S. Zhang, D.P. Wilkinson, Photodriven reduction of CO2 to CH4, ACS Sustain. Chem. Eng. 3 (2015) 2381–2388. https://doi.org/10.1021/acssuschemeng.5b00724.",UV ,298,1,Gas,,No,0,Commercial,Solid state,298,10,CuO,0,No,0,No,0,No,100,TiO2,No,,6.47
"K. Wang, Q. Li, B. Liu, B. Cheng, W. Ho, J. Yu, Sulfur-doped g-C3N4 with enhanced photocatalytic CO2-reduction performance, Appl. Catal. B Environ. 176–177 (2015) 44–52. https://doi.org/10.1016/j.apcatb.2015.03.045.",Vis,298,1,Liquid,No,No,0,NP,NP,793,1,Pt,0,No,25.22,S,0,No,100,C3N4,No,2.63,1.12
"K. Wang, Q. Li, B. Liu, B. Cheng, W. Ho, J. Yu, Sulfur-doped g-C3N4 with enhanced photocatalytic CO2-reduction performance, Appl. Catal. B Environ. 176–177 (2015) 44–52. https://doi.org/10.1016/j.apcatb.2015.03.045.",Vis,298,1,Liquid,No,No,0,NP,NP,793,1,Pt,0,No,0,No,0,No,100,C3N4,No,2.7,0.81
"S. Ijaz, M.F. Ehsan, M.N. Ashiq, N. Karamat, T. He, Preparation of CdS@CeO 2 core/shell composite for photocatalytic reduction of CO 2 under visible-light irradiation, Appl. Surf. Sci. 390 (2016) 550–559. https://doi.org/10.1016/j.apsusc.2016.08.098.",Vis,298,0.25,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,CdS,No,2.3,44.96
"S. Ijaz, M.F. Ehsan, M.N. Ashiq, N. Karamat, T. He, Preparation of CdS@CeO 2 core/shell composite for photocatalytic reduction of CO 2 under visible-light irradiation, Appl. Surf. Sci. 390 (2016) 550–559. https://doi.org/10.1016/j.apsusc.2016.08.098.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,41,CdS,CeO2,3.4,165.07
"T. Baran, S. Wojtyła, A. Dibenedetto, M. Aresta, W. Macyk, Zinc sulfide functionalized with ruthenium Nooparticles for photocatalytic reduction of CO2, Appl. Catal. B Environ. 178 (2015) 170–176. https://doi.org/10.1016/j.apcatb.2014.09.052.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,ZnS,No,3.64,0.06
"T. Baran, S. Wojtyła, A. Dibenedetto, M. Aresta, W. Macyk, Zinc sulfide functionalized with ruthenium Nooparticles for photocatalytic reduction of CO2, Appl. Catal. B Environ. 178 (2015) 170–176. https://doi.org/10.1016/j.apcatb.2014.09.052.",Vis,298,1,Liquid,No,No,0,NP,NP,298,1,Ru,0,No,0,No,0,No,100,ZnS,No,3.65,0.01
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,973,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,80
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,1023,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,32.8
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,1073,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,49.5
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,1123,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,55.8
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,1173,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,50.6
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,1273,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,47.2
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,1373,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,43.75
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,1473,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,36.85
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,45.8
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,57.3
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,56.8
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,72.18
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,62.9
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,62.3
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,67.9
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,IW,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,114.5
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,1123,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,157.23
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,298,0,No,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,257.5
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,298,0.5,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,152.5
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,298,1,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,167.5
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,298,2,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,115
"Z. Wang, K. Teramura, S. Hosokawa, T. Tanaka, Highly efficient photocatalytic conversion of CO2 into solid CO using H2O as a reductant over Ag-modified ZnGa2O4, J. Mater. Chem. A. 3 (2015) 11313–11319. https://doi.org/10.1039/c5ta01697e.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,298,3,Ag,0,No,0,No,0,No,100,ZnGa2O4,No,4.67,112.5
"J.Y. Tang, R.T. Guo, W.G. Pan, W.G. Zhou, C.Y. Huang, Visible light activated photocatalytic behaviour of Eu (III) modified g-C 3 N 4 for CO 2 reduction and H 2 evolution, Appl. Surf. Sci. 467–468 (2019) 206–212. https://doi.org/10.1016/j.apsusc.2018.10.143.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,2.65,2.1
"J.Y. Tang, R.T. Guo, W.G. Pan, W.G. Zhou, C.Y. Huang, Visible light activated photocatalytic behaviour of Eu (III) modified g-C 3 N 4 for CO 2 reduction and H 2 evolution, Appl. Surf. Sci. 467–468 (2019) 206–212. https://doi.org/10.1016/j.apsusc.2018.10.143.",Vis,298,1,Liquid,No,No,0,NP,NP,298,2,Eu,0,No,0,No,0,No,100,C3N4,No,2.64,3.02
"J.Y. Tang, R.T. Guo, W.G. Pan, W.G. Zhou, C.Y. Huang, Visible light activated photocatalytic behaviour of Eu (III) modified g-C 3 N 4 for CO 2 reduction and H 2 evolution, Appl. Surf. Sci. 467–468 (2019) 206–212. https://doi.org/10.1016/j.apsusc.2018.10.143.",Vis,298,1,Liquid,No,No,0,NP,NP,298,4,Eu,0,No,0,No,0,No,100,C3N4,No,2.62,3.72
"J.Y. Tang, R.T. Guo, W.G. Pan, W.G. Zhou, C.Y. Huang, Visible light activated photocatalytic behaviour of Eu (III) modified g-C 3 N 4 for CO 2 reduction and H 2 evolution, Appl. Surf. Sci. 467–468 (2019) 206–212. https://doi.org/10.1016/j.apsusc.2018.10.143.",Vis,298,1,Liquid,No,No,0,NP,NP,298,6,Eu,0,No,0,No,0,No,100,C3N4,No,2.6,4.08
"J.Y. Tang, R.T. Guo, W.G. Pan, W.G. Zhou, C.Y. Huang, Visible light activated photocatalytic behaviour of Eu (III) modified g-C 3 N 4 for CO 2 reduction and H 2 evolution, Appl. Surf. Sci. 467–468 (2019) 206–212. https://doi.org/10.1016/j.apsusc.2018.10.143.",Vis,298,1,Liquid,No,No,0,NP,NP,298,8,Eu,0,No,0,No,0,No,100,C3N4,No,2.6,4.89
"J.Y. Tang, R.T. Guo, W.G. Pan, W.G. Zhou, C.Y. Huang, Visible light activated photocatalytic behaviour of Eu (III) modified g-C 3 N 4 for CO 2 reduction and H 2 evolution, Appl. Surf. Sci. 467–468 (2019) 206–212. https://doi.org/10.1016/j.apsusc.2018.10.143.",Vis,298,1,Liquid,No,No,0,NP,NP,298,10,Eu,0,No,0,No,0,No,100,C3N4,No,2.6,3.68
